"bad_stop","confidence_1","stop_id_1","stop_name_1","confidence_2","stop_id_2","stop_name_2"
"commander blvd at huntingwood","95","6308","Commander Blvd at Huntingwood Dr","95","6435","Huntingwood Dr at Commander Blvd"
"bathurst and heathdale","86","1585","Steeles Ave West at Bathurst St East Side","86","7264","Sheppard Ave West at Bathurst St East Side"
"dundas w.n stn","86","9856","Dundas St West at Bloor St West","86","9942","Dundas St West at Jane St East Side"
"yonge st at bishop","90","3212","Yonge St at Bishop Ave North Side - Finch Station","90","15282","Yonge St at Bishop Ave North Side"
"university and college","86","12196","Humber College Blvd at Humberline Dr South Side","86","7861","Humber College Blvd at Humberline Dr"
"islington & bergamot","95","3767","Islington Ave at Bergamot Ave","95","6253","Bergamot Ave at Islington Ave"
"garage / longbranch","86","1840","400 Danforth Rd (Birchmount Garage)","61","5187","Lake Shore Blvd West at Long Branch Ave"
"kingston rd and brimley rd","94","12540","Kingston Rd at Brimley Rd","86","9125","Don Mills Rd at Eglinton Ave East North Side"
"fenlon drive loop","86","13366","Exhibition Loop at Manitoba Dr","86","6530","Rouge Hill GO Station Loop"
"dundas street and old dundas","86","13702","Dundas St West at Dundas West Outer Platform","86","11632","Lansdowne Ave at Dundas St West South Side"
"uft scarborough college loop","86","12584","Exhibition Loop","86","4435","Long Branch Loop"
"star spray loop.","86","13366","Exhibition Loop at Manitoba Dr","86","6530","Rouge Hill GO Station Loop"
"garage/humber loop","86","13366","Exhibition Loop at Manitoba Dr","86","6532","Humber Loop at The Queensway"
"eglinton and finch","86","14258","Don Mills Rd at Eglinton Ave East","86","9125","Don Mills Rd at Eglinton Ave East North Side"
"ossington to queens park","86","10927","Queens Quay Loop at Lower Spadina Ave","86","8038","Queen's Park Cres West at Hoskin Ave"
"keele and ingram","86","4003","Keele St at Keelegate Dr","86","11689","Keele St at St Clair Ave West"
"weston and albion.","86","9383","Eglinton Ave West at Weston Rd","86","9383","Eglinton Ave West at Weston Rd"
"leslie and bannytyne","86","5451","Leslie St at Kirkwood Rd North Side","86","5455","Leslie St at Lawrence Ave East"
"1900 sheppard ave. east","98","7191","1900 Sheppard Ave East","89","7216","4500 Sheppard Ave East"
"lawrence/bayview","86","14255","Don Mills Rd at Lawrence Ave East South Side","86","2240","Eglinton Ave East at Bayview Ave East Side"
"oriole pky and eglinton","86","9125","Don Mills Rd at Eglinton Ave East North Side","86","2240","Eglinton Ave East at Bayview Ave East Side"
"dufferin street at glengrove ave.","93","2056","Dufferin St at Glengrove Ave","93","2056","Dufferin St at Glengrove Ave"
"york mills & victoria park","86","9125","Don Mills Rd at Eglinton Ave East North Side","86","14255","Don Mills Rd at Lawrence Ave East South Side"
"basaltic & planchet rd.","86","3479","Disco Rd at Carlingview Dr East Side","86","14258","Don Mills Rd at Eglinton Ave East"
"islington station to lakeshore to longbranch loop","90","16045","Islington Station","90","16045","Islington Station"
"morningside and gardentree st.","88","2945","Morningside Ave at Gardentree St South Side","86","985","Dufferin St at Jane Osler Blvd - Yorkdale Shopping Centre"
"lansdown and dupont","86","8122","Spadina Rd at Dupont St - Dupont Station","86","8122","Spadina Rd at Dupont St - Dupont Station"
"post rd to 401 on bayview","86","9125","Don Mills Rd at Eglinton Ave East North Side","86","14255","Don Mills Rd at Lawrence Ave East South Side"
"bathurst and bannockburn","86","13478","3174 Bathurst St","86","1585","Steeles Ave West at Bathurst St East Side"
"midland - eglington to progress","86","1371","Neilson Rd at Opp Walkway to Blackwater Cres & Kessack Crt","86","8256","Steeles Ave East at Opposite Walkway to Whitman St"
"elmhurst at henley","86","1871","Davisville Ave at Cleveland St","86","3479","Disco Rd at Carlingview Dr East Side"
"don mills and cummer","86","14258","Don Mills Rd at Eglinton Ave East","86","9125","Don Mills Rd at Eglinton Ave East North Side"
"mount dennis to michael power school","86","5773","Mortimer Ave at Coxwell Ave West Side - Michael Garron Hospital","86","1371","Neilson Rd at Opp Walkway to Blackwater Cres & Kessack Crt"
"brimley & sheppard","86","2253","Eglinton Ave East at Brimley Rd West Side","86","7172","Sheppard Ave East at Commons Dr"
"duff & bus rd way","86","929","Davenport Rd at Bedford Rd","86","3479","Disco Rd at Carlingview Dr East Side"
"dixon","90","6991","Royal York Rd at Dixon Rd","90","4973","950 Dixon Rd"
"lawrence / olympia","86","14255","Don Mills Rd at Lawrence Ave East South Side","86","13068","Lawrence Ave East at East Ave - Rouge Hill GO Station"
"entire kipling nortrh route","86","4285","Kipling Ave at Belfield Rd - Etobicoke North GO Station","86","3336","Belfield Rd at Kipling Ave - Etobicoke North GO Station"
"entire kipling south express","86","14255","Don Mills Rd at Lawrence Ave East South Side","86","4285","Kipling Ave at Belfield Rd - Etobicoke North GO Station"
"kipling station to humber college to steeles.","90","14716","Kipling Station","90","14716","Kipling Station"
"yorkmills & bayview","86","2240","Eglinton Ave East at Bayview Ave East Side","86","298","2395 Bayview Ave - Bob Rumball Centre For The Deaf"
"midland &  marcus","86","1036","Eglinton Ave East at Midland Ave West Side","86","11251","Midland Ave at Steeles Ave East South Side"
"dufferin st & tycos","86","1871","Davisville Ave at Cleveland St","86","5006","Doncaster Ave at Main St West Side"
"serbourne & adelaide","86","6632","Parliament St at Adelaide St East","86","231","Bay St at Adelaide St West North Side"
"bathurst and invermay","86","204","Bathurst St at St Clair Ave West","86","1585","Steeles Ave West at Bathurst St East Side"
"islington station to humberwood loop to steeles loop","90","16045","Islington Station","90","16045","Islington Station"
"howard park at parkside","95","1153","Howard Park Ave at Parkside Dr","95","11777","Parkside Dr at Howard Park Ave"
"eglinton/explorer","86","14258","Don Mills Rd at Eglinton Ave East","86","9125","Don Mills Rd at Eglinton Ave East North Side"
"mc cowan and nugget.","86","9598","Nugget Ave at Markham Rd West Side","86","2679","Guildwood Pkwy at Guild Park and Gardens West Side"
"kenendy stn","86","3539","Eglinton Ave East at Kennedy Station","86","4285","Kipling Ave at Belfield Rd - Etobicoke North GO Station"
"lawrence  / jane","86","14255","Don Mills Rd at Lawrence Ave East South Side","86","985","Dufferin St at Jane Osler Blvd - Yorkdale Shopping Centre"
"wellesworth/dixfield","86","8652","Wellesworth Dr at Torrington Dr North Side","86","8647","Wellesworth Dr at Dixfield Dr (North)"
"ffreshmeadow and donmills","86","2679","Guildwood Pkwy at Guild Park and Gardens West Side","86","2678","Guildwood Pkwy at Guild Park and Gardens East Side"
"baldoon & finch","86","9910","Finch Ave East at Finchdene Sq West Side","86","9909","Finch Ave East at Neilson Rd West Side"
"front & cherry","86","9406","Front St West at Bay St East Side - Union Station","86","3225","Yonge St at Front St East North Side"
"queens park cr west","86","5006","Doncaster Ave at Main St West Side","86","9856","Dundas St West at Bloor St West"
"quuen quay lower sherbourne","86","6375","The Esplanade at Lower Jarvis St East Side","86","13131","Queens Quay West at Lower Spadina Ave East Side"
"summerhill stn","90","9043","Yonge St at Shaftesbury Ave North Side - Summerhill Station","90","8953","Yonge St at Alcorn Ave - Summerhill Station"
"barrymore road and danforth rd","88","4937","Danforth Rd at Barrymore Rd","86","1842","3450 Danforth Ave"
"barrymore rd and danforth rd.","90","4937","Danforth Rd at Barrymore Rd","86","9125","Don Mills Rd at Eglinton Ave East North Side"
"bathurst at vesta dr.","95","214","Bathurst St at Vesta Dr","86","1871","Davisville Ave at Cleveland St"
"main and danforth","86","5006","Doncaster Ave at Main St West Side","86","1264","Main St at Gerrard St East"
"eastdale & goodwood rd","86","3479","Disco Rd at Carlingview Dr East Side","86","14258","Don Mills Rd at Eglinton Ave East"
"coxwell & morimer","86","4908","Coxwell Ave at Mortimer Ave - Michael Garron Hospital","86","5773","Mortimer Ave at Coxwell Ave West Side - Michael Garron Hospital"
"ossinton station","97","14743","Ossington Station","97","14743","Ossington Station"
"vic park","86","6372","Ellesmere Rd at Victoria Park Ave","86","11091","Berry Rd at Park Lawn Rd"
"hilda","90","9290","Drewry Ave at Hilda Ave","90","8280","Steeles Ave West at Hilda Ave"
"victoria park and steeled loop","86","12584","Exhibition Loop","86","4435","Long Branch Loop"
"old finch and valley centre","86","985","Dufferin St at Jane Osler Blvd - Yorkdale Shopping Centre","86","11640","Wagman Centre"
"mill str and cherry to lakeshore and strachan","86","4187","King St West at Strachan Ave","86","11992","Strachan Ave at Fleet St"
"st.clair @ pleasant","86","1871","Davisville Ave at Cleveland St","86","5006","Doncaster Ave at Main St West Side"
"brian and van horne","86","1975","Don Mills Rd at Van Horne Ave","86","7390","Van Horne Ave at Houston Cres (West)"
"painted post and markham","86","2288","Eglinton Ave East at Markham Rd West Side","86","11364","Progress Ave at Markham Rd East Side"
"wilmington","90","3622","Finch Ave West at Wilmington Ave","90","3177","Wilmington Ave at Codsell Ave"
"york mills station to ellesmere/kingston loop","90","14806","York Mills Station","90","14806","York Mills Station"
"entire route`","68","1633","The West Mall at Sherway Dr - Trillium Health Centre (South Stop)","68","1633","The West Mall at Sherway Dr - Trillium Health Centre (South Stop)"
"peter kaiser on steeles","86","9720","Birchmount Rd at Steeles Ave South Side","86","9807","McCowan Rd at Steeles Ave East North Side"
"stc to rhgo","86","14104","2851 Morningside Ave Walkway to Raponi Cir","86","1371","Neilson Rd at Opp Walkway to Blackwater Cres & Kessack Crt"
"stc to mornigside and staines","86","1371","Neilson Rd at Opp Walkway to Blackwater Cres & Kessack Crt","86","8256","Steeles Ave East at Opposite Walkway to Whitman St"
"vpgb","49","3855","Islington Ave at Winnipeg Rd","45","929","Davenport Rd at Bedford Rd"
"argyle & ossington","95","5952","Ossington Ave at Argyle St","86","8008","Ossington Ave at Bloor St West"
"ellesmere/warden","86","10904","Ellesmere Rd at Mirrow Crt","86","9622","Ellesmere Rd at East Service Rd"
"ellesmere/dolly varden","86","9604","Ellesmere Rd at McCowan Rd East Side","86","6372","Ellesmere Rd at Victoria Park Ave"
"eglinton to finch","86","14258","Don Mills Rd at Eglinton Ave East","86","9125","Don Mills Rd at Eglinton Ave East North Side"
"airport and bressler","86","4752","Airport Rd at Bresler Dr West Side","86","5758","Morning Star Dr at Airport Rd East Side"
"islington station to lakeshore to longbranch","90","16045","Islington Station","90","16045","Islington Station"
"warden comstock","86","9344","Steeles Ave East at Warden Ave","86","9905","Warden Ave at Danforth Rd South Side"
"benton and lawrence ave west","90","9877","Benton Rd at Lawrence Ave West","88","5340","Lawrence Ave West at Benton Rd"
"brookhaven and tretheway","86","2679","Guildwood Pkwy at Guild Park and Gardens West Side","86","2678","Guildwood Pkwy at Guild Park and Gardens East Side"
"kennedy station to victoria park station","90","14786","Victoria Park Station","90","14786","Victoria Park Station"
"bayview and 401 to finch","86","2240","Eglinton Ave East at Bayview Ave East Side","86","9910","Finch Ave East at Finchdene Sq West Side"
"kennedy station to eglinton station","90","14667","Eglinton Station","90","14667","Eglinton Station"
"islington at norseman","95","2727","Islington Ave at Norseman St","95","2727","Islington Ave at Norseman St"
"eglinton stn to oriole parkway","90","14667","Eglinton Station","90","14667","Eglinton Station"
"jane and st.marks","86","1871","Davisville Ave at Cleveland St","86","5006","Doncaster Ave at Main St West Side"
"vanhorn ave / brian dr.","86","3479","Disco Rd at Carlingview Dr East Side","86","14258","Don Mills Rd at Eglinton Ave East"
"garage / suundas w stn","86","4285","Kipling Ave at Belfield Rd - Etobicoke North GO Station","86","13068","Lawrence Ave East at East Ave - Rouge Hill GO Station"
"cardinal newman catholic school","86","2632","1685 Finch Ave West - St Wilfred Cathoiic School","86","11036","127 Victoria Park Ave - Neil McNeil Secondary School"
"garage evans and royal york","86","12175","Royal York Rd at Eglinton Ave West South Side","86","9083","York Mills Rd at Sandover Dr (1222 York Mills)"
"bartor at sheppard","86","1871","Davisville Ave at Cleveland St","86","3479","Disco Rd at Carlingview Dr East Side"
"dfowsnview stn","86","3539","Eglinton Ave East at Kennedy Station","86","4285","Kipling Ave at Belfield Rd - Etobicoke North GO Station"
"south drive and elm","86","14255","Don Mills Rd at Lawrence Ave East South Side","86","11181","Eastern Ave at Queen St East South Side"
"from kennedy stn to main stn","86","4285","Kipling Ave at Belfield Rd - Etobicoke North GO Station","86","13068","Lawrence Ave East at East Ave - Rouge Hill GO Station"
"185 donmills  rocket","86","2447","185 Evans Ave","70","1907","1450 Don Mills Rd"
"sheppard stn - don mills stn","86","4285","Kipling Ave at Belfield Rd - Etobicoke North GO Station","86","13068","Lawrence Ave East at East Ave - Rouge Hill GO Station"
"milne valley school trip","86","2632","1685 Finch Ave West - St Wilfred Cathoiic School","86","1500","Opposite 580 Rathburn Rd - Seneca School"
"eastern & laing st.","86","1871","Davisville Ave at Cleveland St","86","5006","Doncaster Ave at Main St West Side"
"terminal 1 / pearson international airport","86","4750","Airport Rd at Beverley St","86","4753","Airport Rd at Bresler Dr"
"victoria park & st.clair","86","985","Dufferin St at Jane Osler Blvd - Yorkdale Shopping Centre","86","4455","Dundas St West at Runnymede Rd West Side"
"maxome ave","90","2527","Finch Ave East at Maxome Ave East Side","90","1813","Cummer Ave at Maxome Ave"
"sheppard station to weston road/steeles.","86","6530","Rouge Hill GO Station Loop","86","8257","1750 Steeles Ave West"
"kipling station to humber college to steeles","90","14716","Kipling Station","90","14716","Kipling Station"
"royal york station to sgerway gardens","90","14751","Royal York Station","90","14751","Royal York Station"
"ellesmere and oakely blvd","86","985","Dufferin St at Jane Osler Blvd - Yorkdale Shopping Centre","86","3543","Eighth St at Lake Shore Blvd West North Side"
"bemersyde and eglinton","86","14258","Don Mills Rd at Eglinton Ave East","86","9125","Don Mills Rd at Eglinton Ave East North Side"
