bad_name, good_name, confidence
pharmacy and st bedes, Pharmacy Ave at St Bedes Rd, 95
mccaul and baldwin, NONE, NONE
dupont and landsdowne, NONE, NONE
islington and summit, Islington Ave at Humber Summit Lane, 80
finch and damascas, Finch Ave West at Damascus Dr, 95
easrlscourt loop, Earlscourt Loop at St Clair Ave West, 90
bayview and riseboroug, Bayview Ave at Riseborough Circt, 90
lpsn, NONE, NONE
unkmnown, NONE, NONE
fsws, NONE, NONE
ternminal 1, Pearson Airport Terminal 1 - Ground Level Column R4, 90
col sam/smith loop, Colonel Samuel Smith Park Dr, 80
lower ossington and s, NONE, NONE
wellesworth and dixfie, Wellesworth Dr at Dixfield Dr (North), 90
lake shore and browns, Evans Ave at Brown's Line, 70
neil mcneal and eglint, NONE, NONE
iway, Sherway Gardens Rd at Sherway Gate (Mall), 40
ccsl, NONE, NONE
avenue and bombay, Bombay Loop at Avenue Rd, 100
shappard west station, Sheppard West Station, 95
828 shaw st, NONE, 
colonial sam smith loo, NONE, 
caledonia and glenairn, Caledonia Rd at Glencairn Ave, 80
colonial sam smith par, Colonel Samuel Smith Park Dr, 80
black creek dr and egl, Eglinton Ave West at Black Creek Dr, 90
redgrove and longbourn, Longbourne Dr at Redgrave Dr, 90
kingston and greenvale, Kingston Rd at Glen Everest Rd, 70
1411 lawrence ave west, NONE, 
mmrd, McCowan Rd, 70
spicewood cres, NONE, 
kennedystation, Kennedy Station, 95
danforth and brichmoun, Birchmount Rd at Danforth Ave, 75
231 the westway, NONE, NONE
150 graydon hall, 150 Graydon Hall Dr, 95
davisvillle station, Davisville Station, 95
77 dolmite dr, NONE, NONE
greenwin villiage and, Bathurst St at Greenwin Village Rd, 60
n queen and medulla (e, North Queen St at Medulla Ave, 80
st mathews and gerrard, Gerrard St East at St Matthews Rd, 90
midland and midwest (s, Midland Ave at Midwest Rd (South), 90
pharmacy and kellyvale, Pharmacy Ave at Kellyvale Rd, 90
queen and landsowne, Lansdowne Ave at Queen St West, 90
lawrence and w of brim, Lawrence Ave West at Brimley Rd, 70
woilson station, Wilson Station, 90
albion rd and bankfiel, Albion Rd at Bankfield Dr, 90
golden and cactus, Cactus Ave at Green Bush Rd, 80
finch and old valley, NONE, 30
humber river bus termi, NONE, 40
terminal 1 at pearson, Pearson Airport Terminal 1 - Ground Level Column R4, 80
wynforf and wynford he, Wynford Dr at Wynford Heights Cres, 80
lasndowne and st clair, Lansdowne Ave at St Clair Ave West, 90
pleasant blvd and yong, NONE, NONE
no location given, NONE, NONE
michael power st josep, Michael Power / St Joseph H.S., 90
eglinton and elmsthorp, Eglinton Ave West at Elmsthorpe Ave, 90
midland and rural, Midland Ave at Rural Ave, 90
dufferin and billy bis, Dufferin St at Billy Bishop Way, 90
dun mills station, Don Mills Station, 100
maple leaf and venice, Maple Leaf Dr at Venice Dr, 90
eglinton west and bath, Eglinton Ave West at Bathurst St, 90
lower jarvis and espla, The Esplanade at Lower Jarvis St East Side, 85
esplande and jarvis, The Esplanade at Lower Jarvis St East Side, 85
driftwood ave and hoov, Driftwood Ave at Hoover Cres, 90
the east mall and yarn, The East Mall at Yarn Rd, 95
highland and roxbourou, Highland Ave at Roxborough Dr East Side, 80
belmont and yonge, Yonge St at Belmont St, 90
sunnybrook hospital -, Hospital Rd at Wellness Way East Side - Sunnybrook Main Entrance, 70
ferrand drive (shuttle, NONE, 5
195 galaxy blvd, 195 Galaxy Blvd, 100
finch west and tobermo, Finch Ave West at Tobermory Dr, 90
carl hall rd, Carl Hall Rd, 90
birchmount and st. cla, St Clair Ave East at Birchmount Rd, 90
rylander and kington, Kingston Rd at Rylander Blvd, 90
royal york and clairpo, NONE, NONE
1035 sheppard ave w, 1042 Sheppard Ave West- Sheppard West Station, 80
royal york south route, Royal York Rd, 50
thirtieth and horner, Horner Ave at Thirtieth St, 100
antibes and torrsdale, Antibes Dr (South) at Torresdale Ave, 90
lawrence and greenland, Lawrence Ave East at Greenland Rd East Side, 90
finch and norfinch (e, Norfinch Dr at Finch Ave West, 90
NONE, NONE, 0
Windermere Ave at The Queensway, Windermere Ave at The Queensway, 95
Don Mills Rd at Clock Tower Rd, Don Mills Rd at Clock Tower Rd, 100
Martin Grove Rd at Sabine Rd, Martin Grove Rd at Sabine Rd, 100
Military Trail at Ellesmere Rd, Military Trail at Ellesmere Rd, 100
Brentcliffe Rd at Eglinton Ave East, Brentcliffe Rd at Eglinton Ave East, 100
Peckham Ave at Pleasant Ave, Peckham Ave at Pleasant Ave South Side, 90
Leslie St at Eastern Ave, Leslie St at Eastern Ave, 100
Leslie St at Queen St East, Leslie St at Queen St East South Side, 90
NONE, NONE, 0
colonial samual smith, Colonel Samuel Smith Park Dr, 85
major mackenzie and ra, Major Mackenzie Dr East at Ralph Chalmers Ave, 80
lawrence ave and pimli, Lawrence Ave West at Pimlico Rd, 80
14 lightwood dr, 14 Lightwood Dr, 90
church st and rosemou, Church St at Rosemount Ave, 90
33 orchard view boulev, 33 Orchard View Blvd, 90
ellesmere and mirrow, Ellesmere Rd at Mirrow Crt, 90
unnknown, NONE, 0
wellesley - sherbourne, Wellesley St East at Sherbourne St, 80
427 n of the queensway, NONE, 0
30 meldazy drive, McCowan Rd at Meldazy Dr (South), 90
yonge and eglinton (s, Yonge St at Eglinton Ave East North Side - Eglinton Station, 90
col sam / smith park l, Colonel Samuel Smith Park Dr, 90
eglinton and forman (e, Eglinton Ave East at Forman Ave, 90
yonge and bishop (left, Yonge St at Bishop Ave North Side - Finch Station, 80
2885 bathurst st, NONE, 40
yonge and turnberry (s, NONE, 40
sheppard arrow road to, Sheppard Ave West at Arrow Rd, 80
quen and sumach, Queen St East at Sumach St, 90
eglinton west of scarl, Eglinton Ave West at Scarlett Rd, 90
keele s of wilson, Keele St at Wilson Ave, 90
lumsden ave and barrin, Lumsden Ave at Barrington Ave, 100
shorncliffe and s of d, NONE, NONE
foxwell and w of jane, Foxwell St at Jane St, 90
finch west and weston, Finch Ave West at Weston Rd, 90
ellesmere and n of kin, NONE, NONE
front st from bay, Front St West at Bay St East Side - Union Station, 80
transway and e of kenn, NONE, NONE
greenwood portal, NONE, NONE
martin grove and westw, Westhumber Blvd at Martin Grove Rd North Side, 60
redlea loop, NONE, 0
lord seaton and the li, NONE, 0
kingston rd and meadow, Meadowvale Rd at Kingston Rd, 70
red lea cul du sac, NONE, 0
avenue and deloraine, Avenue Rd at Deloraine Ave, 80
wdqu, NONE, 0
systemwide, NONE, 0
swells, Sewells Rd at Brenyon Way, 50
keele and w toronto, Keele St at West Toronto St, 80
dawes and ferris (w of, Ferris Rd at Dawes Rd, 75
brimley and dennett, Brimley Rd at Dennett Dr, 95
keele and broad oaks, Keele St at Broadoaks Dr, 95
2567 eglinton east, NONE, 20
underhill and casandra, Underhill Dr at Cassandra Blvd, 95
mill and bayview, Millwood Rd at Bayview Ave, 60
mclevin and empringam, McLevin Ave at Empringham Dr, 95
keele and gulliver (s, Keele St at Gulliver Rd, 95
trethewey and greentre, Trethewey Dr at Greentree Crt, 95
eglinton and dvp (e of, Eglinton Ave East at Don Valley Pkwy West Side, 80
royal york and edgehil, NONE, 20
bathurst and greeenwin, Bathurst St at Greenwin Village Rd, 80
candiff and strachan, Strachan Ave at Canniff St, 70
farnboro and atwell, Farnboro Rd at Attwell Dr East Side, 90
finch and huntingwood, Huntingwood Dr at Finch Ave East, 85
mccowan and kennedy, McCowan Rd at Kennedy Rd, 80
bathurs and rockford, Bathurst St at Rockford Rd, 90
kipling and widdecombe, Kipling Ave at Widdicombe Hill Blvd, 90
upper canada and seato, Upper Canada Dr at Lord Seaton Rd, 90
pioneer village loop, Pioneer Village Station, 80
lytton emergency exit, Lonsdale Rd at Avenue Rd East Side, 50
828 shaw street, NONE, 90
bathurst and briar hil, Bathurst St at Briar Hill Ave, 90
crosslands and penwort, Penworth Rd at Crosland Dr, 90
greenwood and dorothy, Greenwood Ave at Dorothy St, 90
eglinton west and duff, Eglinton Ave West at Dufferin St, 90
finch and bylawn, Finch Ave East at Bayview Ave, 70
airport and churchill, Airport Rd at Hull St, 80
kingston road and guil, Kingston Rd at Guildwood Pkwy, 90
dufferin and holmesdal, Dufferin St at Holmesdale Rd, 90
warden and mcnicol, Warden Ave at McNicoll Ave, 90
Morningside Ave at Ellesmere Rd, Morningside Ave at Ellesmere Rd, 100
Sheppard Ave East at Reidmount Ave - Agincourt GO Station, Sheppard Ave East at Reidmount Ave - Agincourt GO Station, 95
Dufferin St at Yorkdale Rd, Dufferin St at Yorkdale Rd, 85
Yonge St at Front St East, Yonge St at Front St East, 60
Lawrence Ave West at Keele St, Lawrence Ave West at Keele St, 100
Islington Ave at The Kingsway, Islington Ave at The Kingsway, 75
Prince Edward Dr South at Fairmar Ave, Prince Edward Dr South at Fairmar Ave, 90
Weston Rd at Church St, Weston Rd at Church St, 80
Sheppard Ave West at Arrow Rd, Sheppard Ave West at Arrow Rd, 90
Princess Margaret Blvd at Martin Grove Rd, Princess Margaret Blvd at Martin Grove Rd, 90
wyndford and don mills, Wynford Dr at Don Mills Rd, 80
o'connor and yardley, O'Connor Dr at Yardley Ave, 90
sheppard to rouge hill, NONE, NONE
hollinger and waterman, Hollinger Rd at Waterman Ave, 100
sheppard w and arleta, Sheppard Ave West at Arleta Ave, 100
colonial samuel smith, Colonel Samuel Smith Park Dr, 90
markham and steven woo, Markham Rd at Stevenwood Rd North Side, 80
eglinton and guilder (, Eglinton Ave East at Gilder Dr, 80
st clair and avoka, St Clair Ave West at Oakwood Ave, 50
driftwood and cobbler, Driftwood Ave at Cobbler Cres (South), 100
don mills and greenbel, Don Mills Rd at Green Belt Dr, 80
warden and bridletowne, Warden Ave at Bridletowne Cir (North), 90
17 wood fern way, NONE, NONE
markham and greenwood, NONE, NONE
islington and burmingh, Islington Ave at Birmingham St, 90
mccowan north of nugge, McCowan Rd at Nugget Ave, 90
629 kennedy rd, NONE, NONE
grand ravine and keele, Grandravine Dr at Keele St, 100
steeles and davisville, NONE, NONE
ormont and toryork, Ormont Dr at Toryork Dr, 100
st clair and plaxton d, St Clair Ave East at Plaxton Dr, 95
william craig and epic, Wilson Ave at Epic Lane Rd, 85
dufferin and hatherley, NONE, NONE
mcnicoll div, NONE, NONE
broadview to main stre, NONE, NONE
main street station to, Main Street Station, 80
main street to kennedy, NONE, NONE
warden to scarborough, Warden Ave at Danforth Rd, 60
the west mall and holi, The West Mall at Holiday Dr, 90
ellesmere and grangway, Ellesmere Rd at Grangeway Ave, 90
wilson and willianm cr, NONE, 0
shuttle bus, NONE, 0
wilson and high view, NONE, 0
george brown park lot, NONE, 0
dufferin and finch (ju, Dufferin St at Finch Ave West, 70
roxborough and glen ro, NONE, 0
all routes, NONE, 0
eglinton and hwy 401, NONE, 0
lakeshore blvd and mar, Lake Shore Blvd West at Thirty Seventh St, 50
highview and lillingto, Highview Ave at Lillington Ave, 90
avenue road and eglint, NONE, 0
varsity rd and underwo, Varsity Rd at Underwood Ave, 90
keele and richardson, NONE, 0
morningside and osasis, Morningside Ave at Oasis Blvd, 85
steeles loop at martin, Steeles Ave West Loop at Martin Grove Rd, 90
steeles / islington lo, Steeles Ave West at Islington Ave Loop, 90
morningside and durie, Morningside Ave at Durie St, 90
st clair and avoca, St Clair Ave East at Avoca Ave, 90
mt pleasant and glenec, Mt Pleasant Rd at Glen Echo Rd, 80
kipling and mt olive, Kipling Ave at Mount Olive Dr, 90
duffering station, Dufferin Station, 95
airport and orlando dr, Airport Rd at Orlando Dr, 100
roselawn and chaplin c, Roselawn Ave at Chaplin Cres, 100
eglinton ave and the e, Eglinton Ave East at The Donway East, 85
birchmount and promena, Birchmount Rd at Rougeside Promenade, 90
graydon hall and grayd, Graydon Hall Dr at Graydon Hall Pl, 100
2000 meadowvale rd, 2061 McCowan Rd, 70
lawrence and goldcrest, Lawrence Ave East at Greencrest Circt, 85
willowridge and earldo, NONE, NONE
overbrook and wilmingt, Wilmington Ave at Overbrook Pl, 90
bridgeland and dufferi, Bridgeland Ave at Dufferin St, 90
139 brookhaven dr, Brookhaven Dr at Lawrence Ave West, 90
jane and shornham, NONE, NONE
scarett and lawrence, Scarlett Rd at Lawrence Ave West, 85
rogers and silverthon, Rogers Rd at Silverthorn Ave, 90
neilson and military t, Neilson Rd at Military Trail, 90
6 threadneedle cres, NONE, NONE
batrhurst and fishervi, Bathurst St at Fisherville Rd, 85
finch and brahmas, Finch Ave East at Brahms Ave, 90
st clair - oakwood to, St Clair Ave West at Oakwood Ave, 70
keele and glen lake, Keele St at Glenlake Ave, 100
arrow rd garage track, NONE, 50
concord place (wynford, Concorde Pl at Concorde Gate South Side, 70
middlefield north of s, Middlefield Rd at Steeles Ave East North Side, 60
woodbine/queen loop, Woodbine Beach Loop at Lake Shore Blvd East, 70
n queen st and atomic, North Queen St at Atomic Ave, 100
angelesey and kingsway, Anglesey Blvd at The Kingsway, 100
o'connor and derwyn rd, O'Connor Dr at Derwyn Rd, 100
eglinton between oakwo, Eglinton Ave West at Oakwood Ave, 90
lansdowne and bloor (n, Lansdowne Ave at Bloor St West North Side, 85
bathurst from wilson t, Bathurst St at Wilson Ave, 70
rogers between old wes, Rogers Rd at Old Weston Rd, 90
martin grove and long, Martin Grove Rd at Longbourne Dr, 80
lawrence w of bathurst, Lawrence Ave West at Bathurst St, 90
albion and armel ct (a, Albion Rd at Armel Crt, 90
neilson and berner, Neilson Rd at Berner Trail, 90
glen rd and maple, Glen Rd at Maple Ave, 80
ridgecrest and major m, Ridgecrest Rd at Major Mackenzie Dr East, 70
brenyon way and sewell, Sewells Rd at Brenyon Way, 90
finch and alamosa (w o, Finch Ave East at Alamosa Dr, 80
gervais dr and wynford, Wynford Dr at Gervais Dr, 90
pioneer village sttati, NONE, 0
queensway and high st, The Queensway at Islington Ave, 40
atwell and dixon, Attwell Dr at Disco Rd, 80
manitoba and saskatche, NONE, 0
scunthorpe and sheppar, Sheppard Ave East at Scunthorpe Rd, 90
windmere and the queen, The Queensway at Windermere Ave, 90
5050-5068 sheppard ave, 4725-4727 Sheppard Ave East, 40
colonel samual smith l, Colonel Samuel Smith Park Dr, 90
leslie north of eglint, Leslie St at Eglinton Ave East, 80
queensway and atomic, The Queensway at Atomic Ave, 90
old finch ave and sewe, Littles Rd at Sewells Rd, 80
steeles and old englis, Steeles Ave East at Old English Lane, 90
cordella and cliff, Cordella Ave at Cliff St, 90
lansdowne station - in, Lansdowne Station, 70
keele and threthewey, Eglinton Ave West at Keele St/Trethewey Dr, 80
terminal 3 - departure, NONE, 40
steeles east express, NONE, 40
trethewey dr at todd baylis blvd, NONE, 50
morningside and north, Morningside Ave at Staines Rd North Side, 65
kiping and warnica, Kipling Ave at Warnica Ave, 85
summerhill and jean, Summerhill Ave at Jean St, 90
islington and kingsvie, Islington Ave at Kingsview Blvd, 70
find and don mills, Finch Ave East at Don Mills Rd, 50
jane and maple leaf dr, Jane St at Maple Leaf Dr, 80
fenmar and kenhar, Fenmar Dr at Kenhar Dr, 85
warden and eglinton (s, Warden Ave at Eglinton Ave East, 75
yorkdale go bus termin, Yorkdale Rd at GO Terminal - Yorkdale Station, 80
south and cresent road, South Dr at Crescent Rd (East), 80
kennedy and lawrene, Kennedy Rd at Lawrence Ave East, 85
sheppard and aargon, Sheppard Ave East at Aragon Ave, 90
highway 27 and the 401, Highway 27 at Queen's Plate Dr - Woodbine Centre, 70
brimley at mcnicoll, Brimley Rd at McNicoll Ave, 95
1070 sheppard west, 1450 Sheppard Ave West, 70
roayal york station, Royal York Station, 70
sacrborough town centr, Scarborough Town Centre, 85
989 weston express, NONE, NONE
tournament and the lin, Tournament Dr at The Links Rd, 90
milvan and milwick, Milvan Dr at Millwick Dr (South), 80
evens and browns line, Evans Ave at Brown's Line, 85
queensaway garage, NONE, 40
birchmount at ellesmer, Birchmount Rd at Ellesmere Rd, 90
wilsona nd murray rd, Wilson Ave at Murray Rd, 90
pleasent view and vict, Victoria Park Ave at Pleasant View Dr, 85
hupfield and swelles, Hupfield Trail at Sewells Rd, 70
kiplinfg and dixon, Kipling Ave at Dixon Rd, 90
st clair and welland, St Clair Ave East at Welland Ave, 90
eglinton and keele (tr, Eglinton Ave West at Keele St/Trethewey Dr, 80
wintermute blvd, Wintermute Blvd at Birchmount Rd, 80
queen's plate and rexd, Queen's Plate Dr (West) at Rexdale Blvd, 90
bathurst and wild ging, NONE, NONE
warren cres and lundy, Warren Cres at Rajah St East Side, 70
bathurst and southgate, Bathurst St at Southbourne Ave, 70
eglinton and gabian, Eglinton Ave West at Gabian Way, 90
islington and duncanwo, Islington Ave at Duncanwoods Dr North Side, 85
sherborne and rosedale, NONE, NONE
main street station /, Main Street Station, 90
terminal 3 pearson air, Pearson Airport Terminal 3 - Arrivals Level Columns C8-C12, 85
doncliffee loop, Doncliffe Loop at Glen Echo Rd, 90
douglas and glen road, Glen Rd at Douglas Dr, 85
2997 bathurst, 3174 Bathurst St, 80
3401 dufferin st, 3400 Dufferin St, 90
lawrence station to pe, Lawrence Station, 50
gerrard and don valley, Gerrard St East at Pape Ave, 40
ellesmer and markham, Ellesmere Rd at Markham Rd, 95
yorkdale go station, Ranee Ave at Varna Dr - Yorkdale Station, 85
finch ave e, Finch Ave East at Yonge St - Finch Station, 40
yonge and lola, NONE, 0
morningside ave at passmore ave, Morningside Ave at Passmore Ave, 90
mcNicoll Ave at Hutchcroft Ave, McNicoll Ave at Hutchcroft Ave, 100
4619 weston rd, NONE, 50
dundas st west at high p, NONE, 50
wilson ave at wendell ave, Wilson Ave at Wendell Ave, 100
rockcliffe blvd at la, Rockcliffe Blvd at Lambton Ave, 80
chaplin cres and rosel, Chaplin Cres at Roselawn Ave, 90
ellesmere and pollard, NONE, 40
